id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,mae,models_ensemble_count,r2,rmse,acc,auc,balacc,logloss
openml.org/t/359983,adult,AutoGluon,12h8c,9,binary,0.934763,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:01:32,174.7,170.9,0.2,14.0,1252495652,,,6.0,,,0.880631,0.934763,0.80956,0.265121
openml.org/t/189354,airlines,AutoGluon,12h8c,0,binary,0.732565,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:35:50,2195.6,2177.6,6.7,14.0,1252495643,,,8.0,,,0.675059,0.732565,0.660145,0.598092
openml.org/t/189354,airlines,AutoGluon,12h8c,1,binary,0.733889,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:37:12,2283.6,2263.3,8.8,14.0,1252495644,,,7.0,,,0.678136,0.733889,0.663252,0.597114
openml.org/t/189354,airlines,AutoGluon,12h8c,2,binary,0.730031,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-08T23:03:18,1833.5,1816.3,5.7,14.0,1252495645,,,6.0,,,0.675838,0.730031,0.661138,0.599559
openml.org/t/189354,airlines,AutoGluon,12h8c,3,binary,0.732761,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:27:52,1698.2,1679.0,7.5,14.0,1252495646,,,8.0,,,0.678038,0.732761,0.663379,0.597668
openml.org/t/189354,airlines,AutoGluon,12h8c,4,binary,0.729053,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:28:45,1752.0,1731.7,8.6,14.0,1252495647,,,6.0,,,0.674052,0.729053,0.660576,0.599346
openml.org/t/189354,airlines,AutoGluon,12h8c,5,binary,0.727827,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:35:20,2139.5,2119.0,8.7,14.0,1252495648,,,8.0,,,0.674237,0.727827,0.66046,0.600925
openml.org/t/189354,airlines,AutoGluon,12h8c,6,binary,0.729956,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:38:30,2318.9,2300.8,6.5,14.0,1252495649,,,8.0,,,0.674645,0.729956,0.660439,0.59962
openml.org/t/189354,airlines,AutoGluon,12h8c,7,binary,0.729765,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:30:40,1862.7,1842.5,8.7,14.0,1252495650,,,9.0,,,0.676536,0.729765,0.6613,0.599499
openml.org/t/189354,airlines,AutoGluon,12h8c,8,binary,0.73068,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:31:13,1873.7,1856.4,5.8,14.0,1252495651,,,7.0,,,0.676443,0.73068,0.660869,0.599445
openml.org/t/189354,airlines,AutoGluon,12h8c,9,binary,0.733178,auc,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T00:33:43,2028.8,2008.0,9.2,14.0,1252495652,,,9.0,,,0.67776,0.733178,0.662103,0.598018
openml.org/t/359929,Airlines_DepDelay_10M,AutoGluon,12h8c,0,regression,-28.3007,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T04:42:46,17914.3,17670.9,48.2,10.0,1252495643,,13.6174,3.0,0.056985,28.3007,,,,
openml.org/t/359929,Airlines_DepDelay_10M,AutoGluon,12h8c,1,regression,-28.5999,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T05:24:15,20393.4,20067.5,128.5,10.0,1252495644,,13.6686,4.0,0.0635183,28.5999,,,,
openml.org/t/359929,Airlines_DepDelay_10M,AutoGluon,12h8c,2,regression,-28.1605,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T07:10:14,26760.6,26419.5,145.0,10.0,1252495645,,13.5815,4.0,0.0573776,28.1605,,,,
openml.org/t/359929,Airlines_DepDelay_10M,AutoGluon,12h8c,3,regression,-28.9234,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T06:13:40,23360.4,23018.7,148.8,10.0,1252495646,,13.6347,4.0,0.0606497,28.9234,,,,
openml.org/t/359929,Airlines_DepDelay_10M,AutoGluon,12h8c,4,regression,-28.8819,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T07:07:42,26599.9,26209.9,187.3,10.0,1252495647,,13.6509,4.0,0.0557792,28.8819,,,,
openml.org/t/359929,Airlines_DepDelay_10M,AutoGluon,12h8c,5,regression,-28.584,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T08:48:43,32662.4,32293.6,172.7,10.0,1252495648,,13.6535,5.0,0.0599786,28.584,,,,
openml.org/t/359929,Airlines_DepDelay_10M,AutoGluon,12h8c,6,regression,-28.6129,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T06:53:14,25740.5,25428.3,117.8,10.0,1252495649,,13.6517,5.0,0.0578115,28.6129,,,,
openml.org/t/359929,Airlines_DepDelay_10M,AutoGluon,12h8c,7,regression,-28.597,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T05:40:31,21367.7,21069.9,101.4,10.0,1252495650,,13.6058,5.0,0.056844,28.597,,,,
openml.org/t/359929,Airlines_DepDelay_10M,AutoGluon,12h8c,8,regression,-28.4873,neg_rmse,aws,0.3.1b20210908,,"dev [https://github.com/DolanTheMFWizard/automlbenchmark, master, b973c34]",2021-09-09T06:10:24,23169.5,22894.8,78.3,10.0,1252495651,,13.6079,3.0,0.0656071,28.4873,,,,
